# WHO ATC 5단계 코드 -> 영문 성분명 (구분자: |, 줄바꿈: LF)
# 출처: WHO ATC/DDD Index. 성분명에 쉼표가 있어 파이프 구분자를 사용한다.
atc_code|ingredient_en|is_combination
D07AB08|desonide|N
D07AB09|triamcinolone|N
D07AB10|alclometasone|N
D07AB11|hydrocortisone buteprate|N
D07AB19|dexamethasone|N
D07AB21|clocortolone|N
D07AB30|combinations of corticosteroids|N
D07AC01|betamethasone|N
D07AC02|fluclorolone|N
D07AC03|desoximetasone|N
D07AC04|fluocinolone acetonide|N
D07AC05|fluocortolone|N
D07AC06|diflucortolone|N
D07AC07|fludroxycortide|N
D07AC08|fluocinonide|N
D07AC09|budesonide|N
D07AC10|diflorasone|N
D07AC11|amcinonide|N
D07AC12|halometasone|N
D07AC13|mometasone|N
D07AC14|methylprednisolone aceponate|N
D07AC15|beclometasone|N
D07AC16|hydrocortisone aceponate|N
D07AC17|fluticasone|N
D07AC18|prednicarbate|N
D07AC19|difluprednate|N
D07AC21|ulobetasol|N
D07AD01|clobetasol|N
D07AD02|halcinonide|N
D07BA01|prednisolone and antiseptics|N
D07BA04|hydrocortisone and antiseptics|N
D07BB01|flumetasone and antiseptics|N
D07BB02|desonide and antiseptics|N
D07BB03|triamcinolone and antiseptics|N
D07BB04|hydrocortisone butyrate and antiseptics|N
D07BC01|betamethasone and antiseptics|N
D07BC02|fluocinolone acetonide and antiseptics|N
D07BC03|fluocortolone and antiseptics|N
D07BC04|diflucortolone and antiseptics|N
D07CA01|hydrocortisone and antibiotics|N
D07CA02|methylprednisolone and antibiotics|N
D07CA03|prednisolone and antibiotics|N
D07CB01|triamcinolone and antibiotics|N
D07CB02|fluprednidene and antibiotics|N
D07CB03|fluorometholone and antibiotics|N
D07CB04|dexamethasone and antibiotics|N
D07CB05|flumetasone and antibiotics|N
D07CC01|betamethasone and antibiotics|N
D07CC02|fluocinolone acetonide and antibiotics|N
D07CC03|fludroxycortide and antibiotics|N
D07CC04|beclometasone and antibiotics|N
D07CC05|fluocinonide and antibiotics|N
D07CC06|fluocortolone and antibiotics|N
D07CD01|clobetasol and antibiotics|N
D07XA01|hydrocortisone|N
D07XA02|prednisolone|N
D07XB01|flumetasone|N
D07XB02|triamcinolone|N
D07XB03|fluprednidene|N
D07XB04|fluorometholone|N
D07XB05|dexamethasone|N
D07XB30|combinations of corticosteroids|N
D07XC01|betamethasone|N
D07XC02|desoximetasone|N
D07XC03|mometasone|N
D07XC04|diflucortolone|N
D07XC05|fluocortolone|N
D08AA01|ethacridine lactate|N
D08AA02|aminoacridine|N
D08AA03|euflavine|N
D08AC01|dibrompropamidine|N
D08AC02|chlorhexidine|N
D08AC03|propamidine|N
D08AC04|hexamidine|N
D08AC05|polihexanide|N
D08AC52|chlorhexidine|Y
D08AE01|hexachlorophene|N
D08AE02|policresulen|N
D08AE03|phenol|N
D08AE04|triclosan|N
D08AE05|chloroxylenol|N
D08AE06|biphenylol|N
D08AF01|nitrofural|N
D08AG01|iodine/octylphenoxypolyglycolether|N
D08AG02|povidone-iodine|N
D08AG03|iodine|N
D08AG04|diiodohydroxypropane|N
D08AH01|dequalinium|N
D08AH02|chlorquinaldol|N
D08AH03|oxyquinoline|N
D08AH30|clioquinol|N
D08AJ01|benzalkonium|N
D08AJ02|cetrimonium|N
D08AJ03|cetylpyridinium|N
D08AJ04|cetrimide|N
D08AJ05|benzoxonium chloride|N
D08AJ06|didecyldimethylammonium chloride|N
D08AJ08|benzethonium chloride|N
D08AJ10|decamethoxine|N
D08AJ57|octenidine|Y
D08AJ58|benzethonium chloride|Y
D08AJ59|dodeclonium bromide|Y
D08AK01|mercuric amidochloride|N
D08AK02|phenylmercuric borate|N
D08AK03|mercuric chloride|N
D08AK04|merbromin|N
D08AK05|mercury, metallic|N
D08AK06|thiomersal|N
D08AK30|mercuric iodide|N
D08AL01|silver nitrate|N
D08AL30|silver|N
D08AX01|hydrogen peroxide|N
D08AX02|eosin|N
D08AX03|propanol|N
D08AX04|tosylchloramide sodium|N
D08AX05|isopropanol|N
D08AX06|potassium permanganate|N
D08AX07|sodium hypochlorite|N
D08AX08|ethanol|N
D08AX53|propanol|Y
D09AA01|framycetin|N
D09AA02|fusidic acid|N
D09AA03|nitrofural|N
D09AA04|phenylmercuric nitrate|N
D09AA05|benzododecinium|N
D09AA06|triclosan|N
D09AA07|cetylpyridinium|N
D09AA08|aluminium chlorohydrate|N
D09AA09|povidone-iodine|N
D09AA10|clioquinol|N
D09AA11|benzalkonium|N
D09AA12|chlorhexidine|N
D09AA13|iodoform|N
D09AB01|zinc bandage without supplements|N
D09AB02|zinc bandage with supplements|N
D10AA01|fluorometholone|N
D10AA02|methylprednisolone|N
D10AA03|dexamethasone|N
D10AB01|bithionol|N
D10AB02|sulfur|N
D10AB03|tioxolone|N
D10AB05|mesulfen|N
D10AD01|tretinoin|N
D10AD02|retinol|N
D10AD03|adapalene|N
D10AD04|isotretinoin|N
D10AD05|motretinide|N
D10AD06|trifarotene|N
D10AD51|tretinoin|Y
D10AD53|adapalene|Y
D10AD54|isotretinoin|Y
D10AE01|benzoyl peroxide|N
D10AE51|benzoyl peroxide|Y
D10AF01|clindamycin|N
D10AF02|erythromycin|N
D10AF03|chloramphenicol|N
D10AF04|meclocycline|N
D10AF05|nadifloxacin|N
D10AF06|sulfacetamide|N
D10AF07|minocycline|N
D10AF51|clindamycin|Y
D10AF52|erythromycin|Y
D10AX01|aluminium chloride|N
D10AX02|resorcinol|N
D10AX03|azelaic acid|N
D10AX04|aluminium oxide|N
D10AX05|dapsone|N
D10AX30|various combinations|N
D10BA01|isotretinoin|N
D10BX01|ichtasol|N
D11AA01|glycopyrronium|N
D11AC01|cetrimide|N
D11AC02|cadmium compounds|N
D11AC03|selenium compounds|N
D11AC06|povidone-iodine|N
D11AC08|sulfur compounds|N
D11AC09|xenysalate|N
D11AC30|others|N
D11AE01|metandienone|N
D11AH01|tacrolimus|N
D11AH02|pimecrolimus|N
D11AH03|cromoglicic acid|N
D11AH04|alitretinoin|N
D11AH05|dupilumab|N
D11AH06|crisaborole|N
D11AH07|tralokinumab|N
D11AX01|minoxidil|N
D11AX02|gamolenic acid|N
D11AX03|calcium gluconate|N
D11AX04|lithium succinate|N
D11AX05|magnesium sulfate|N
D11AX06|mequinol|N
D11AX08|tiratricol|N
D11AX09|oxaceprol|N
D11AX10|finasteride|N
D11AX11|hydroquinone|N
D11AX12|pyrithione zinc|N
D11AX13|monobenzone|N
D11AX16|eflornithine|N
D11AX18|diclofenac|N
D11AX21|brimonidine|N
D11AX22|ivermectin|N
D11AX23|aminobenzoate potassium|N
D11AX24|deoxycholic acid|N
D11AX25|hydrogen peroxide|N
D11AX26|caffeine|N
D11AX52|gamolenic acid|Y
D11AX57|collagen|Y
G01AA01|nystatin|N
G01AA02|natamycin|N
G01AA03|amphotericin B|N
G01AA04|candicidin|N
G01AA05|chloramphenicol|N
G01AA06|hachimycin|N
G01AA07|oxytetracycline|N
G01AA08|carfecillin|N
G01AA09|mepartricin|N
G01AA10|clindamycin|N
G01AA11|pentamycin|N
G01AA51|nystatin|Y
G01AB01|acetarsol|N
G01AC01|diiodohydroxyquinoline|N
G01AC02|clioquinol|N
G01AC03|chlorquinaldol|N
G01AC05|dequalinium|N
G01AC06|broxyquinoline|N
G01AC30|oxyquinoline|N
G01AD01|lactic acid|N
G01AD02|acetic acid|N
G01AD03|ascorbic acid|N
G01AE01|sulfatolamide|N
G01AE10|combinations of sulfonamides|N
G01AF01|metronidazole|N
G01AF02|clotrimazole|N
G01AF04|miconazole|N
G01AF05|econazole|N
G01AF06|ornidazole|N
G01AF07|isoconazole|N
G01AF08|tioconazole|N
G01AF11|ketoconazole|N
G01AF12|fenticonazole|N
G01AF13|azanidazole|N
G01AF14|propenidazole|N
G01AF15|butoconazole|N
G01AF16|omoconazole|N
G01AF17|oxiconazole|N
G01AF18|flutrimazole|N
G01AF19|sertaconazole|N
G01AF20|combinations of imidazole derivatives|N
G01AF55|econazole|Y
G01AG02|terconazole|N
G01AX01|clodantoin|N
G01AX02|inosine|N
G01AX03|policresulen|N
G01AX05|nifuratel|N
G01AX06|furazolidone|N
G01AX09|methylrosaniline|N
G01AX11|povidone-iodine|N
G01AX12|ciclopirox|N
G01AX13|protiofate|N
G01AX14|lactobacillus|N
G01AX15|copper usnate|N
G01AX16|hexetidine|N
G01AX17|dapivirine|N
G01AX66|octenidine|Y
G02AB01|methylergometrine|N
G02AB02|ergot alkaloids|N
G02AB03|ergometrine|N
G02AC01|methylergometrine and oxytocin|N
G02AD01|dinoprost|N
G02AD02|dinoprostone|N
G02AD03|gemeprost|N
G02AD04|carboprost|N
G02AD05|sulprostone|N
G02AD06|misoprostol|N
G02BA01|plastic IUD|N
G02BA02|plastic IUD with copper|N
G02BA03|plastic IUD with progestogen|N
G02BB01|vaginal ring with progestogen and estrogen|N
G02BB02|vaginal ring with progestogen|N
G02CA01|ritodrine|N
G02CA02|buphenine|N
G02CA03|fenoterol|N
G02CB01|bromocriptine|N
G02CB02|lisuride|N
G02CB03|cabergoline|N
G02CB04|quinagolide|N
G02CB05|metergoline|N
G02CB06|terguride|N
G02CC01|ibuprofen|N
G02CC02|naproxen|N
G02CC03|benzydamine|N
G02CC04|flunoxaprofen|N
G02CX01|atosiban|N
G02CX02|flibanserin|N
G02CX03|Agni casti fructus|N
G02CX04|Cimicifugae rhizoma|N
G02CX05|bremelanotide|N
G03AA01|etynodiol and ethinylestradiol|N
G03AA02|quingestanol and ethinylestradiol|N
G03AA03|lynestrenol and ethinylestradiol|N
G03AA04|megestrol and ethinylestradiol|N
G03AA05|norethisterone and ethinylestradiol|N
G03AA06|norgestrel and ethinylestradiol|N
G03AA07|levonorgestrel and ethinylestradiol|N
G03AA08|medroxyprogesterone and ethinylestradiol|N
G03AA09|desogestrel and ethinylestradiol|N
G03AA10|gestodene and ethinylestradiol|N
G03AA11|norgestimate and ethinylestradiol|N
G03AA12|drospirenone and ethinylestradiol|N
G03AA13|norelgestromin and ethinylestradiol|N
G03AA14|nomegestrol and estradiol|N
G03AA15|chlormadinone and ethinylestradiol|N
G03AA16|dienogest and ethinylestradiol|N
G03AA17|medroxyprogesterone and estradiol|N
G03AA18|drospirenone and estetrol|N
G03AB01|megestrol and ethinylestradiol|N
G03AB02|lynestrenol and ethinylestradiol|N
G03AB03|levonorgestrel and ethinylestradiol|N
G03AB04|norethisterone and ethinylestradiol|N
G03AB05|desogestrel and ethinylestradiol|N
G03AB06|gestodene and ethinylestradiol|N
G03AB07|chlormadinone and ethinylestradiol|N
G03AB08|dienogest and estradiol|N
G03AB09|norgestimate and ethinylestradiol|N
G03AC01|norethisterone|N
G03AC02|lynestrenol|N
G03AC03|levonorgestrel|N
G03AC04|quingestanol|N
G03AC05|megestrol|N
G03AC06|medroxyprogesterone|N
G03AC07|norgestrienone|N
G03AC08|etonogestrel|N
G03AC09|desogestrel|N
G03AC10|drospirenone|N
G03AD01|levonorgestrel|N
G03AD02|ulipristal|N
G03BA01|fluoxymesterone|N
G03BA02|methyltestosterone|N
G03BA03|testosterone|N
G03BB01|mesterolone|N
G03BB02|androstanolone|N
G03CA01|ethinylestradiol|N
G03CA03|estradiol|N
G03CA04|estriol|N
G03CA06|chlorotrianisene|N
G03CA07|estrone|N
G03CA09|promestriene|N
G03CA53|estradiol|Y
G03CA57|conjugated estrogens|N
G03CB01|dienestrol|N
G03CB02|diethylstilbestrol|N
G03CB03|methallenestril|N
G03CB04|moxestrol|N
G03CC02|dienestrol|N
G03CC03|methallenestril|N
G03CC04|estrone|N
G03CC05|diethylstilbestrol|N
G03CC06|estriol|N
G03CC07|conjugated estrogens and bazedoxifene|N
G03CX01|tibolone|N
G03DA01|gestonorone|N
G03DA02|medroxyprogesterone|N
G03DA03|hydroxyprogesterone|N
G03DA04|progesterone|N
G03DB01|dydrogesterone|N
G03DB02|megestrol|N
G03DB03|medrogestone|N
G03DB04|nomegestrol|N
G03DB05|demegestone|N
G03DB06|chlormadinone|N
G03DB07|promegestone|N
G03DB08|dienogest|N
G03DC01|allylestrenol|N
G03DC02|norethisterone|N
G03DC03|lynestrenol|N
G03DC04|ethisterone|N
G03DC06|etynodiol|N
G03DC31|methylestrenolone|N
G03EA01|methyltestosterone and estrogen|N
G03EA02|testosterone and estrogen|N
G03EA03|prasterone and estrogen|N
G03EK01|methyltestosterone|N
G03FA01|norethisterone and estrogen|N
G03FA02|hydroxyprogesterone and estrogen|N
G03FA03|ethisterone and estrogen|N
G03FA04|progesterone and estrogen|N
G03FA05|methylnortestosterone and estrogen|N
G03FA06|etynodiol and estrogen|N
G03FA07|lynestrenol and estrogen|N
G03FA08|megestrol and estrogen|N
G03FA09|noretynodrel and estrogen|N
G03FA10|norgestrel and estrogen|N
G03FA11|levonorgestrel and estrogen|N
G03FA12|medroxyprogesterone and estrogen|N
G03FA13|norgestimate and estrogen|N
G03FA14|dydrogesterone and estrogen|N
G03FA15|dienogest and estrogen|N
G03FA16|trimegestone and estrogen|N
G03FA17|drospirenone and estrogen|N
G03FB01|norgestrel and estrogen|N
G03FB02|lynestrenol and estrogen|N
G03FB03|chlormadinone and estrogen|N
G03FB04|megestrol and estrogen|N
G03FB05|norethisterone and estrogen|N
G03FB06|medroxyprogesterone and estrogen|N
G03FB07|medrogestone and estrogen|N
G03FB08|dydrogesterone and estrogen|N
G03FB09|levonorgestrel and estrogen|N
G03FB10|desogestrel and estrogen|N
G03FB11|trimegestone and estrogen|N
G03FB12|nomegestrol and estrogen|N
G03GA01|chorionic gonadotrophin|N
G03GA02|human menopausal gonadotrophin|N
G03GA03|serum gonadotrophin|N
G03GA04|urofollitropin|N
G03GA05|follitropin alfa|N
G03GA06|follitropin beta|N
G03GA07|lutropin alfa|N
G03GA08|choriogonadotropin alfa|N
G03GA09|corifollitropin alfa|N
G03GA10|follitropin delta|N
G03GA30|combinations|N
G03GB01|cyclofenil|N
G03GB02|clomifene|N
G03GB03|epimestrol|N
G03HA01|cyproterone|N
G03HB01|cyproterone and estrogen|N
G03XA01|danazol|N
G03XA02|gestrinone|N
G03XB01|mifepristone|N
G03XB02|ulipristal|N
G03XB51|mifepristone|Y
G03XC01|raloxifene|N
G03XC02|bazedoxifene|N
G03XC03|lasofoxifene|N
G03XC04|ormeloxifene|N
G03XC05|ospemifene|N
G03XX01|prasterone|N
G04BA01|ammonium chloride|N
G04BA03|calcium chloride|N
G04BD01|emepronium|N
G04BD02|flavoxate|N
G04BD03|meladrazine|N
G04BD04|oxybutynin|N
G04BD05|terodiline|N
G04BD06|propiverine|N
G04BD07|tolterodine|N
G04BD08|solifenacin|N
G04BD09|trospium|N
G04BD10|darifenacin|N
G04BD11|fesoterodine|N
G04BD12|mirabegron|N
G04BD13|desfesoterodine|N
G04BE01|alprostadil|N
G04BE02|papaverine|N
G04BE03|sildenafil|N
G04BE04|yohimbine|N
G04BE06|moxisylyte|N
G04BE07|apomorphine|N
G04BE08|tadalafil|N
G04BE09|vardenafil|N
G04BE10|avanafil|N
G04BE11|udenafil|N
G04BE30|combinations|N
G04BE52|papaverine|Y
G04BX01|magnesium hydroxide|N
G04BX03|acetohydroxamic acid|N
G04BX06|phenazopyridine|N
G04BX10|succinimide|N
G04BX11|collagen|N
G04BX12|phenyl salicylate|N
G04BX13|dimethyl sulfoxide|N
G04BX14|dapoxetine|N
G04BX15|pentosan polysulfate sodium|N
G04BX16|tiopronin|N
G04CA01|alfuzosin|N
G04CA02|tamsulosin|N
G04CA03|terazosin|N
G04CA04|silodosin|N
G04CA51|alfuzosin and finasteride|N
G04CA52|tamsulosin and dutasteride|N
G04CA53|tamsulosin and solifenacin|N
G04CA54|tamsulosin and tadalafil|N
G04CB01|finasteride|N
G04CB02|dutasteride|N
G04CX01|Prunus africanae cortex|N
G04CX02|Sabalis serrulatae fructus|N
G04CX03|mepartricin|N
G04CX04|fexapotide|N
H01AA01|corticotropin|N
H01AA02|tetracosactide|N
H01AB01|thyrotropin alfa|N
H01AC01|somatropin|N
H01AC02|somatrem|N
H01AC03|mecasermin|N
H01AC04|sermorelin|N
H01AC05|mecasermin rinfabate|N
H01AC06|tesamorelin|N
H01AC07|somapacitan|N
H01AX01|pegvisomant|N
H01BA01|vasopressin (argipressin)|N
H01BA02|desmopressin|N
H01BA03|lypressin|N
H01BA04|terlipressin|N
H01BA05|ornipressin|N
H01BB01|demoxytocin|N
H01BB02|oxytocin|N
H01BB03|carbetocin|N
H01CA01|gonadorelin|N
H01CA02|nafarelin|N
H01CB01|somatostatin|N
H01CB02|octreotide|N
H01CB03|lanreotide|N
H01CB04|vapreotide|N
H01CB05|pasireotide|N
H01CC01|ganirelix|N
H01CC02|cetrorelix|N
H01CC03|elagolix|N
H01CC54|relugolix, estradiol and norethisterone|N
H02AA01|aldosterone|N
H02AA02|fludrocortisone|N
H02AA03|desoxycortone|N
H02AB01|betamethasone|N
H02AB02|dexamethasone|N
H02AB03|fluocortolone|N
H02AB04|methylprednisolone|N
H02AB05|paramethasone|N
H02AB06|prednisolone|N
H02AB07|prednisone|N
H02AB08|triamcinolone|N
H02AB09|hydrocortisone|N
H02AB10|cortisone|N
H02AB11|prednylidene|N
H02AB12|rimexolone|N
H02AB13|deflazacort|N
H02AB14|cloprednol|N
H02AB15|meprednisone|N
H02AB17|cortivazol|N
H02BX01|methylprednisolone|Y
H02CA01|trilostane|N
H02CA02|osilodrostat|N
H02CA03|ketoconazole|N
H03AA01|levothyroxine sodium|N
H03AA02|liothyronine sodium|N
H03AA03|combinations of levothyroxine and liothyronine|N
H03AA04|tiratricol|N
H03AA05|thyroid gland preparations|N
H03BA01|methylthiouracil|N
H03BA02|propylthiouracil|N
H03BA03|benzylthiouracil|N
H03BB01|carbimazole|N
H03BB02|thiamazole|N
H03BB52|thiamazole|Y
H03BC01|potassium perchlorate|N
H03BX01|diiodotyrosine|N
H03BX02|dibromotyrosine|N
H04AA01|glucagon|N
H05AA01|parathyroid gland extract|N
H05AA02|teriparatide|N
H05AA03|parathyroid hormone|N
H05AA04|abaloparatide|N
H05BA01|calcitonin (salmon synthetic)|N
H05BA02|calcitonin (pork natural)|N
H05BA03|calcitonin (human synthetic)|N
H05BA04|elcatonin|N
H05BX01|cinacalcet|N
H05BX02|paricalcitol|N
H05BX03|doxercalciferol|N
H05BX04|etelcalcetide|N
H05BX05|calcifediol|N
J01AA01|demeclocycline|N
J01AA02|doxycycline|N
J01AA03|chlortetracycline|N
J01AA04|lymecycline|N
J01AA05|metacycline|N
J01AA06|oxytetracycline|N
J01AA07|tetracycline|N
J01AA08|minocycline|N
J01AA09|rolitetracycline|N
J01AA10|penimepicycline|N
J01AA11|clomocycline|N
J01AA12|tigecycline|N
J01AA13|eravacycline|N
J01AA14|sarecycline|N
J01AA15|omadacycline|N
J01AA20|combinations of tetracyclines|N
J01AA56|oxytetracycline|Y
J01BA01|chloramphenicol|N
J01BA02|thiamphenicol|N
J01BA52|thiamphenicol|Y
J01CA01|ampicillin|N
J01CA02|pivampicillin|N
J01CA03|carbenicillin|N
J01CA04|amoxicillin|N
J01CA05|carindacillin|N
J01CA06|bacampicillin|N
J01CA07|epicillin|N
J01CA08|pivmecillinam|N
J01CA09|azlocillin|N
J01CA10|mezlocillin|N
J01CA11|mecillinam|N
J01CA12|piperacillin|N
J01CA13|ticarcillin|N
J01CA14|metampicillin|N
J01CA15|talampicillin|N
J01CA16|sulbenicillin|N
J01CA17|temocillin|N
J01CA18|hetacillin|N
J01CA19|aspoxicillin|N
J01CA20|combinations|N
J01CA51|ampicillin|Y
J01CE01|benzylpenicillin|N
J01CE02|phenoxymethylpenicillin|N
J01CE03|propicillin|N
J01CE04|azidocillin|N
J01CE05|pheneticillin|N
J01CE06|penamecillin|N
J01CE07|clometocillin|N
J01CE08|benzathine benzylpenicillin|N
J01CE09|procaine benzylpenicillin|N
J01CE10|benzathine phenoxymethylpenicillin|N
J01CE30|combinations|N
J01CF01|dicloxacillin|N
J01CF02|cloxacillin|N
J01CF03|meticillin|N
J01CF04|oxacillin|N
J01CF05|flucloxacillin|N
J01CF06|nafcillin|N
J01CG01|sulbactam|N
J01CG02|tazobactam|N
J01CR01|ampicillin and beta-lactamase inhibitor|N
J01CR02|amoxicillin and beta-lactamase inhibitor|N
J01CR03|ticarcillin and beta-lactamase inhibitor|N
J01CR04|sultamicillin|N
J01CR05|piperacillin and beta-lactamase inhibitor|N
J01CR50|combinations of penicillins|N
J01DB01|cefalexin|N
J01DB02|cefaloridine|N
J01DB03|cefalotin|N
J01DB04|cefazolin|N
J01DB05|cefadroxil|N
J01DB06|cefazedone|N
J01DB07|cefatrizine|N
J01DB08|cefapirin|N
J01DB09|cefradine|N
J01DB10|cefacetrile|N
J01DB11|cefroxadine|N
J01DB12|ceftezole|N
J01DC01|cefoxitin|N
J01DC02|cefuroxime|N
J01DC03|cefamandole|N
J01DC04|cefaclor|N
J01DC05|cefotetan|N
J01DC06|cefonicid|N
J01DC07|cefotiam|N
J01DC08|loracarbef|N
J01DC09|cefmetazole|N
J01DC10|cefprozil|N
J01DC11|ceforanide|N
J01DC12|cefminox|N
J01DC13|cefbuperazone|N
J01DC14|flomoxef|N
J01DD01|cefotaxime|N
J01DD02|ceftazidime|N
J01DD03|cefsulodin|N
J01DD04|ceftriaxone|N
J01DD05|cefmenoxime|N
J01DD06|latamoxef|N
J01DD07|ceftizoxime|N
J01DD08|cefixime|N
J01DD09|cefodizime|N
J01DD10|cefetamet|N
J01DD11|cefpiramide|N
J01DD12|cefoperazone|N
J01DD13|cefpodoxime|N
J01DD14|ceftibuten|N
J01DD15|cefdinir|N
J01DD16|cefditoren|N
J01DD17|cefcapene|N
J01DD18|cefteram|N
J01DD51|cefotaxime and beta-lactamase inhibitor|N
J01DD52|ceftazidime and beta-lactamase inhibitor|N
J01DD54|ceftriaxone|Y
J01DD62|cefoperazone and beta-lactamase inhibitor|N
J01DD63|ceftriaxone and beta-lactamase inhibitor|N
J01DD64|cefpodoxime and beta-lactamase inhibitor|N
J01DE01|cefepime|N
J01DE02|cefpirome|N
J01DE03|cefozopran|N
J01DF01|aztreonam|N
J01DF02|carumonam|N
J01DH02|meropenem|N
J01DH03|ertapenem|N
J01DH04|doripenem|N
J01DH05|biapenem|N
J01DH06|tebipenem pivoxil|N
J01DH51|imipenem and cilastatin|N
J01DH52|meropenem and vaborbactam|N
J01DH55|panipenem and betamipron|N
J01DH56|imipenem, cilastatin and relebactam|N
J01DI01|ceftobiprole medocaril|N
J01DI02|ceftaroline fosamil|N
J01DI03|faropenem|N
J01DI04|cefiderocol|N
J01DI54|ceftolozane and beta-lactamase inhibitor|N
J01EA01|trimethoprim|N
J01EA02|brodimoprim|N
J01EA03|iclaprim|N
J01EB01|sulfaisodimidine|N
J01EB02|sulfamethizole|N
J01EB03|sulfadimidine|N
J01EB04|sulfapyridine|N
J01EB05|sulfafurazole|N
J01EB06|sulfanilamide|N
J01EB07|sulfathiazole|N
J01EB08|sulfathiourea|N
J01EB20|combinations|N
J01EC01|sulfamethoxazole|N
J01EC02|sulfadiazine|N
J01EC03|sulfamoxole|N
J01EC20|combinations|N
J01ED01|sulfadimethoxine|N
J01ED02|sulfalene|N
J01ED03|sulfametomidine|N
J01ED04|sulfametoxydiazine|N
J01ED05|sulfamethoxypyridazine|N
J01ED06|sulfaperin|N
J01ED07|sulfamerazine|N
J01ED08|sulfaphenazole|N
J01ED09|sulfamazone|N
J01ED20|combinations|N
J01EE01|sulfamethoxazole and trimethoprim|N
J01EE02|sulfadiazine and trimethoprim|N
J01EE03|sulfametrole and trimethoprim|N
J01EE04|sulfamoxole and trimethoprim|N
J01EE05|sulfadimidine and trimethoprim|N
J01EE06|sulfadiazine and tetroxoprim|N
J01EE07|sulfamerazine and trimethoprim|N
J01FA01|erythromycin|N
J01FA02|spiramycin|N
J01FA03|midecamycin|N
J01FA05|oleandomycin|N
J01FA06|roxithromycin|N
J01FA07|josamycin|N
J01FA08|troleandomycin|N
J01FA09|clarithromycin|N
J01FA10|azithromycin|N
J01FA11|miocamycin|N
J01FA12|rokitamycin|N
J01FA13|dirithromycin|N
J01FA14|flurithromycin|N
J01FA15|telithromycin|N
J01FA16|solithromycin|N
J01FF01|clindamycin|N
J01FF02|lincomycin|N
J01FG01|pristinamycin|N
J01FG02|quinupristin/dalfopristin|N
J01GA01|streptomycin|N
J01GA02|streptoduocin|N
J01GB01|tobramycin|N
J01GB03|gentamicin|N
J01GB04|kanamycin|N
J01GB05|neomycin|N
J01GB06|amikacin|N
J01GB07|netilmicin|N
J01GB08|sisomicin|N
J01GB09|dibekacin|N
J01GB10|ribostamycin|N
J01GB11|isepamicin|N
J01GB12|arbekacin|N
J01GB13|bekanamycin|N
J01GB14|plazomicin|N
J01MA01|ofloxacin|N
J01MA02|ciprofloxacin|N
J01MA03|pefloxacin|N
J01MA04|enoxacin|N
J01MA05|temafloxacin|N
J01MA06|norfloxacin|N
J01MA07|lomefloxacin|N
J01MA08|fleroxacin|N
J01MA09|sparfloxacin|N
J01MA10|rufloxacin|N
J01MA11|grepafloxacin|N
J01MA12|levofloxacin|N
J01MA13|trovafloxacin|N
J01MA14|moxifloxacin|N
J01MA15|gemifloxacin|N
J01MA16|gatifloxacin|N
J01MA17|prulifloxacin|N
J01MA18|pazufloxacin|N
J01MA19|garenoxacin|N
J01MA21|sitafloxacin|N
J01MA22|tosufloxacin|N
J01MA23|delafloxacin|N
J01MA24|levonadifloxacin|N
J01MA25|lascufloxacin|N
J01MB01|rosoxacin|N
J01MB02|nalidixic acid|N
J01MB03|piromidic acid|N
J01MB04|pipemidic acid|N
J01MB05|oxolinic acid|N
J01MB06|cinoxacin|N
J01MB07|flumequine|N
J01MB08|nemonoxacin|N
J01RA01|penicillins|Y
J01RA02|sulfonamides|Y
J01RA03|cefuroxime and metronidazole|N
J01RA04|spiramycin and metronidazole|N
J01RA05|levofloxacin and ornidazole|N
J01RA06|cefepime and amikacin|N
J01RA07|azithromycin, fluconazole and secnidazole|N
J01RA08|tetracycline and oleandomycin|N
J01RA09|ofloxacin and ornidazole|N
J01RA10|ciprofloxacin and metronidazole|N
J01RA11|ciprofloxacin and tinidazole|N
J01RA12|ciprofloxacin and ornidazole|N
J01RA13|norfloxacin and tinidazole|N
J01XA01|vancomycin|N
J01XA02|teicoplanin|N
J01XA03|telavancin|N
J01XA04|dalbavancin|N
J01XA05|oritavancin|N
J01XB01|colistin|N
J01XB02|polymyxin B|N
J01XC01|fusidic acid|N
J01XD01|metronidazole|N
J01XD02|tinidazole|N
J01XD03|ornidazole|N
J01XE01|nitrofurantoin|N
J01XE02|nifurtoinol|N
J01XE03|furazidin|N
J01XE51|nitrofurantoin|Y
J01XX01|fosfomycin|N
J01XX02|xibornol|N
J01XX03|clofoctol|N
J01XX04|spectinomycin|N
J01XX05|methenamine|N
J01XX06|mandelic acid|N
J01XX07|nitroxoline|N
J01XX08|linezolid|N
J01XX09|daptomycin|N
J01XX10|bacitracin|N
J01XX11|tedizolid|N
J01XX12|lefamulin|N
J02AA01|amphotericin B|N
J02AA02|hachimycin|N
J02AB01|miconazole|N
J02AB02|ketoconazole|N
J02AC01|fluconazole|N
J02AC02|itraconazole|N
J02AC03|voriconazole|N
J02AC04|posaconazole|N
J02AC05|isavuconazole|N
J02AX01|flucytosine|N
J02AX04|caspofungin|N
J02AX05|micafungin|N
J02AX06|anidulafungin|N
J04AA01|4-aminosalicylic acid|N
J04AA02|sodium aminosalicylate|N
J04AA03|calcium aminosalicylate|N
J04AB01|cycloserine|N
J04AB02|rifampicin|N
J04AB03|rifamycin|N
J04AB04|rifabutin|N
J04AB05|rifapentine|N
J04AB06|enviomycin|N
J04AB30|capreomycin|N
